ID;type;labels;word_counts;num_sentences;num_syllables;avg_syllables_per_word;fk_grade;fk_read;Analytic;Authentic;Tone;tone_pos;tone_neg;focuspast;focuspresent;focusfuture;Cognition;memory;Self-reference;Other-reference;Contextual Embedding;Perceptual Details;Reality Monitoring;concr_score;Temporal details;Spatial details;People;Quantity details
119;M;F;55;4;82;1.490909091;7.5;65.93;91.82;16.38;47.86;1.82;0;1.82;1.82;0;10.91;0;3.64;1.82;16.37;0;7.28;3.346;0;1.818181818;0;0
119;C;T;40;4;67;1.675;8.4;52.87;97.77;1;90.5;7.5;2.5;2.5;5;0;2.5;0;0;0;2.5;0;10;3.185;0;0;0;0
120;A;F;85;5;108;1.301204819;6.2;80.01;53.84;2.27;1;0;11.76;3.53;7.06;0;16.47;0;1.18;0;5.88;0;1.17;2.9372;0;0;0;0
120;E;T;102;5;137;1.356435644;8.8;67.89;2.23;21.25;1;0;6.86;0;8.82;5.88;24.51;0;0.98;8.82;5.88;1.96;-9.81;2.690869565;0;0;0;0
120;G;T;70;5;100;1.428571429;6.4;74.19;10.84;33.12;20.23;2.86;2.86;1.43;10;0;18.57;0;1.43;2.86;5.72;0;-7.14;2.916363636;0;0;0;0
120;M;F;70;4;105;1.5;8.9;62.17;10.84;33.12;65.27;2.86;0;1.43;7.14;0;24.29;0;8.57;1.43;14.29;5.72;-1.42;3.074;0;0;0;1.428571429
120;C;T;82;5;113;1.37804878;7.3;71.75;85.79;1;58.42;2.44;0;0;3.66;1.22;15.85;0;0;2.44;7.32;2.44;-3.65;2.997647059;0;1.219512195;0;0
121;A;F;27;4;36;1.44;3.4;82;83.52;1;1;0;7.41;0;11.11;0;14.81;0;0;3.7;3.7;0;-3.7;3.414;0;0;0;0
121;E;T;48;4;58;1.208333333;3.3;93.14;94.18;68.87;4.22;0;2.08;2.08;4.17;4.17;18.75;0;0;4.17;18.74;2.08;4.15;3.05;0;0;0;0
121;G;T;56;4;80;1.454545455;7.5;65.93;46.07;4.78;20.23;3.57;3.57;3.57;8.93;1.79;8.93;0;1.79;3.58;5.36;0;3.57;2.847647059;0;0;0;1.785714286
121;M;F;44;4;56;1.302325581;4;85.89;32.02;50.45;20.23;0;0;4.55;4.55;0;13.64;0;4.55;13.64;20.45;0;6.81;3.056153846;0;0;0;0
121;C;T;36;4;49;1.361111111;4.4;79.26;98.16;10.18;20.23;5.56;5.56;0;8.33;0;11.11;0;0;0;2.78;0;2.78;3.156;0;0;0;0
122;A;F;25;1;33;1.32;9.5;71.48;89.52;13.33;1;0;4;0;8;0;12;0;4;4;4;0;-4;3.165555556;0;0;0;0
122;E;T;21;1;29;1.45;9.9;59.64;10.19;56.69;99;9.52;0;0;14.29;0;23.81;0;4.76;0;9.52;0;-4.77;3.0625;0;0;0;0
122;G;T;98;3;121;1.260416667;12.2;64.38;13.16;64.74;67.94;4.04;1.01;3.03;5.05;0;17.17;0;5.05;3.03;6.06;1.01;-5.05;2.797692308;0;0;0;0
122;M;F;9;1;12;1.333333333;3.3;87.72;1;99;1;0;11.11;0;11.11;0;22.22;0;0;22.22;44.44;0;33.33;1.93;0;0;0;0
122;C;T;27;1;40;1.538461538;12.3;53.55;16.08;2.63;77.5;3.7;0;0;0;7.41;25.93;0;3.7;0;3.7;0;-18.53;2.606153846;0;0;0;0
123;A;F;66;4;101;1.553846154;9.6;54.93;67.41;29.49;1;1.52;7.58;0;7.58;1.52;21.21;0;1.52;1.52;9.1;0;-3.02;2.8928;0;0;0;0
123;E;T;110;4;160;1.467889908;12.8;52.23;61.45;20.79;11.07;0.91;1.82;2.73;8.18;1.82;18.18;0;2.73;1.82;7.27;0;-8.18;2.8121875;0.909090909;0;0;0
123;G;T;109;5;168;1.541284404;10.6;57.81;73.55;16.91;33;2.75;1.83;0;5.5;0.92;17.43;0;2.75;0.92;6.42;2.75;-3.67;2.844358974;0;0;0;0
123;M;F;52;4;77;1.509803922;7.1;66.94;47.73;97.38;49.66;1.92;0;3.85;3.85;0;30.77;0;0;3.85;19.23;0;-9.62;3.099375;0;0;0;0
123;C;T;85;5;131;1.578313253;9.8;54.63;67.46;23.38;75.21;4.71;1.18;1.18;7.06;0;21.18;0;1.18;1.18;11.77;0;-3.53;2.890294118;0;0;0;0
124;A;F;36;4;46;1.277777778;3.3;87.72;49.68;59.49;1;0;8.33;0;13.89;0;25;0;0;2.78;8.34;0;-8.33;3.405;0;0;0;0
124;E;T;42;4;59;1.404761905;5;77.74;63.81;1;3.2;4.76;7.14;0;2.38;2.38;11.9;0;0;7.14;4.76;0;4.76;2.826666667;0;0;0;0
124;G;T;44;4;61;1.386363636;5.2;77.23;38.37;1;86.79;4.55;0;0;6.82;0;11.36;0;0;2.27;0;0;-6.81;2.797142857;0;0;0;0
124;M;F;32;4;43;1.34375;2.9;88.74;19.03;5.64;20.23;0;0;0;3.13;0;15.63;0;6.25;0;15.63;0;-1.78E-15;3.1225;0;0;0;0
124;C;T;42;4;61;1.452380952;6.2;69.28;10.19;2.36;98.65;9.52;2.38;9.52;9.52;0;16.67;0;0;0;4.76;0;-0.01;2.85;0;0;0;0
125;A;F;43;4;67;1.558139535;7.5;60.51;85.98;11.94;3.38;0;2.33;0;4.65;2.33;18.6;0;2.33;4.65;9.31;0;-6.96;3.008947368;0;0;0;0
125;E;T;62;4;76;1.310344828;5.4;82.14;17.22;10.77;70.91;3.23;0;1.61;4.84;0;20.97;0;3.23;1.61;4.84;1.61;-11.29;2.883809524;0;0;0;0
125;G;T;48;4;76;1.617021277;7.9;59.5;7.65;3.81;1;2.08;6.25;2.08;6.25;0;31.25;0;4.17;0;2.08;2.08;-18.76;2.272631579;0;0;0;2.083333333
125;M;F;60;4;91;1.516666667;8;64.71;15.41;28.56;6.08;1.67;3.33;3.33;1.67;0;20;0;5;1.67;3.34;3.34;-8.32;2.597647059;0;0;0;0
125;C;T;51;4;73;1.46;7;67.25;46.7;21.25;20.23;3.92;3.92;1.96;3.92;0;13.73;0;1.96;0;9.8;0;3.91;3.246190476;0;0;0;0
126;A;T;102;5;127;1.27;7.6;76.56;29.85;78.94;4.72;0.98;2.94;0;3.92;0.98;23.53;0;8.82;0.98;4.9;0;-14.71;2.988888889;0;0;0;0
126;E;F;68;4;90;1.343283582;6.3;79.8;5.02;67.28;7.16;2.94;4.41;1.47;8.82;5.88;30.88;0;1.47;2.94;11.76;1.47;-10.3;2.732105263;0;0;0;0
126;G;F;60;4;91;1.516666667;8;64.71;30.37;51.55;1;0;5;1.67;8.33;0;25;0;1.67;1.67;8.34;1.67;-9.99;2.604285714;0;0;0;1.666666667
126;M;T;88;5;115;1.306818182;6.6;78.99;71.44;89.39;20.23;2.27;2.27;2.27;5.68;1.14;12.5;0;7.96;0;13.64;0;5.69;3.12;0;1.136363636;0;0
126;C;T;84;4;115;1.369047619;9.1;67.08;18.12;12.96;1;1.19;5.95;0;5.95;7.14;30.95;0;3.57;1.19;2.38;1.19;-20.24;2.705357143;0;0;0;0
127;A;T;160;6;236;1.522580645;12.2;53.75;62.1;41.08;38.3;3.13;1.88;2.5;5;0.63;19.38;0;2.5;0.63;7.51;1.25;-5.62;2.978928571;0;0;0;0
127;E;F;40;3;44;1.222222222;3.3;93.14;32.63;45.52;1;2.5;7.5;0;2.5;0;12.5;0;2.5;7.5;5;0;2.5;2.577142857;0;0;0;0
127;G;F;42;2;52;1.268292683;7.7;76.05;23.27;24.32;20.23;2.38;2.38;0;2.38;0;26.19;0;2.38;4.76;7.14;0;-14.29;2.720909091;0;0;0;0
127;M;T;136;6;191;1.436090226;9.6;65.86;33.83;51.9;20.23;1.47;1.47;6.62;3.68;0.74;18.38;0;7.36;2.94;11.03;0;-4.41;2.690833333;0;0.735294118;0;0
127;C;T;103;6;147;1.484848485;8.5;63.19;35.78;38.46;33.82;2.91;1.94;3.88;3.88;0.97;14.56;0;5.83;0.97;7.76;0;-1.95;3.126470588;0.970873786;0;0;0
128;A;T;75;5;93;1.273972603;5.4;82.04;74.19;19.26;2.44;2.67;5.33;2.67;2.67;0;16;0;4;2.67;8;2.67;2.67;3.11;1.333333333;1.333333333;0;0
128;E;F;31;5;43;1.387096774;3.3;82.1;32.41;17.19;1;0;6.45;3.23;16.13;0;12.9;0;0;0;6.46;0;0.01;2.811666667;0;0;0;0
128;G;F;30;4;39;1.3;2.7;89.24;1;19.26;1.23;0;3.33;6.67;13.33;0;26.67;0;6.66;0;3.33;0;-20.01;2.578;0;3.333333333;0;0
128;M;T;60;7;88;1.466666667;5.5;71.21;73.36;99;1;0;10;0;6.67;1.67;15;0;8.34;0;20;0;15;2.801428571;0;0;0;0
128;C;T;32;4;43;1.387096774;4;80.48;62.1;32.54;20.23;3.13;3.13;0;6.25;0;6.25;0;6.26;0;9.38;0;9.38;3.249375;0;0;0;0
129;A;T;99;7;143;1.444444444;6.4;74.08;86.49;23.51;1;1.01;7.07;1.01;8.08;3.03;20.2;0;2.02;2.02;4.04;2.02;-6.06;3.006774194;1.01010101;1.01010101;0;0
129;E;F;41;4;53;1.292682927;3.8;86.4;9.13;26.35;20.23;4.88;4.88;0;12.2;0;24.39;0;0;4.88;7.32;0;-7.31;3.049230769;0;0;0;0
129;G;F;37;4;55;1.486486486;5.7;70.5;80.1;3.49;2.35;0;2.7;5.41;5.41;0;10.81;0;0;0;5.4;0;0;2.709444444;0;0;0;2.702702703
129;M;T;58;4;84;1.448275862;6.6;73.68;89.52;31.84;20.23;0;0;0;1.72;0;13.79;0;1.72;5.17;13.78;0;-0.01;3.226111111;0;3.448275862;0;0
129;C;T;68;5;105;1.544117647;7.4;66.13;46.7;4.6;41.97;2.94;1.47;0;5.88;0;19.12;0;2.94;0;4.41;0;-10.3;2.745416667;0;0;0;0
130;A;T;60;6;86;1.457627119;5.9;69.99;30.37;63.35;1;0;8.33;1.67;6.67;6.67;20;0;3.33;0;8.34;0;-3.33;2.6445;0;0;0;0
130;E;F;29;3;37;1.275862069;3.5;87.01;20.17;7.91;1;0;6.9;3.45;3.45;0;17.24;0;0;0;17.24;0;6.9;2.988;0;0;0;0
130;G;F;30;4;41;1.464285714;4.8;72.83;15.41;1;72.45;3.33;0;0;6.67;0;16.67;0;0;0;6.66;0;-6.68;2.896666667;0;0;0;0
130;M;T;80;4;123;1.5375;9.9;59.64;75.4;4.48;20.23;3.75;3.75;0;2.5;5;17.5;0;0;2.5;6.25;0;-3.75;2.933043478;0;1.25;0;0
130;C;T;72;4;108;1.521126761;9.1;61.87;14.43;10.18;7.66;1.39;2.78;2.78;6.94;4.17;20.83;0;1.39;0;8.34;0;-8.32;2.595909091;0;0;0;0
131;A;T;69;5;86;1.246376812;4;91.31;3.46;7.4;1;0;7.25;0;8.7;0;18.84;0;0;2.9;13.05;0;1.46;3.010909091;0;0;0;0
131;E;F;36;3;37;1.057142857;2;101.9;10.19;22.12;1;0;8.33;0;13.89;5.56;22.22;0;2.78;0;8.34;2.78;-2.77;2.703333333;0;0;0;0
131;G;F;26;4;32;1.28;2.2;90.46;41.98;30.98;1;0;3.85;0;7.69;3.85;3.85;0;0;7.69;11.54;0;15.38;3.218181818;0;0;0;0
131;M;T;57;4;73;1.280701754;5.3;82.34;47.02;45.82;20.23;3.51;3.51;5.26;7.02;0;10.53;0;3.51;3.51;14.03;0;10.52;3.031764706;0;0;0;0
131;C;T;95;6;129;1.387096774;7;72.66;45.95;1;1.51;1.05;4.21;3.16;6.32;0;13.68;0;2.11;1.05;2.1;1.05;-4.21;3.508333333;0;0;0;0
132;A;T;63;5;79;1.274193548;4.6;84.27;33.38;56.69;1;1.59;7.94;1.59;6.35;0;17.46;0;3.17;7.94;11.11;0;3.17;2.885833333;3.174603175;0;0;0
132;E;F;27;4;38;1.407407407;3.6;81.49;1.78;1;1;0;11.11;0;11.11;0;18.52;0;0;7.41;0;0;-7.41;2.495;0;0;0;0
132;G;F;29;4;40;1.379310345;3.8;80.99;89.52;7.91;20.23;0;0;3.45;6.9;0;6.9;0;0;0;6.9;0;0;3.131818182;0;0;0;0
132;M;T;76;4;95;1.25;7.2;77.57;26.1;33.61;39.38;2.63;1.32;0;2.63;1.32;10.53;0;1.32;10.53;15.8;0;9.22;2.886153846;0;0;0;0
132;C;T;40;4;55;1.375;4.8;78.25;15.41;1;99;7.5;0;0;10;0;15;0;2.5;0;7.5;0;0;3.085833333;0;0;0;2.5
133;A;T;23;2;34;1.47826087;6.6;68.26;47.48;74.45;20.23;4.35;4.35;0;4.35;0;30.43;0;4.35;0;4.35;0;-17.38;2.506;0;0;0;0
133;E;F;21;2;28;1.333333333;3.8;86.2;2.35;5.94;1;0;4.76;4.76;9.52;0;19.05;0;14.29;0;9.52;0;-4.77;2.227142857;0;0;0;0
133;G;F;22;3;34;1.545454545;5;72.53;12.37;1;1;0;9.09;0;13.64;0;4.55;0;0;0;4.55;0;9.09;2.6975;0;0;0;0
133;M;T;33;2;41;1.242424242;5;88.57;4.19;1;99;12.12;0;3.03;6.06;3.03;12.12;0;6.06;3.03;12.12;0;12.12;3.243;0;0;0;0
133;C;T;47;3;60;1.276595745;5.9;80.92;24.81;1;53.17;4.26;2.13;4.26;0;0;19.15;0;2.13;0;8.52;0;-4.25;3.497142857;0;0;0;0
134;A;T;61;5;93;1.55;8;59.3;91.61;37.69;20.23;4.92;4.92;0;6.56;0;9.84;0;0;1.64;16.4;0;18.04;2.667857143;1.639344262;1.639344262;0;0
134;E;F;93;4;126;1.384615385;9.8;65.25;29.52;9.07;1;0;7.53;1.08;6.45;2.15;21.51;0;0;3.23;7.53;1.08;-5.37;3.062580645;0;0;0;0
134;G;F;86;4;118;1.421686747;9;67.28;54.36;22.48;20.23;0;0;1.16;3.49;2.33;13.95;0;1.16;3.49;10.46;1.16;-2.33;3.128076923;0;0;0;0
134;M;T;58;4;90;1.551724138;8.9;56.76;80.59;1;20.23;1.72;1.72;5.17;0;0;22.41;0;3.45;0;5.17;0;-13.79;3.064736842;0;1.724137931;0;0
134;C;T;97;5;132;1.404255319;8.3;69.31;59.46;5.45;34.77;6.19;5.15;6.19;1.03;0;18.56;0;1.03;0;2.06;1.03;-4.13;2.589666667;0;0;0;0
135;A;T;76;4;101;1.328947368;7.2;77.57;44.4;61.56;1;0;10.53;2.63;9.21;0;17.11;0;2.63;5.26;9.21;0;2.63;3.0375;0;0;0;1.315789474
135;E;F;73;3;103;1.430555556;10.3;64.04;58.57;1;98.19;6.85;0;0;2.74;2.74;15.07;0;4.11;2.74;2.74;0;-5.48;2.98;0;0;0;1.369863014
135;G;F;81;5;117;1.444444444;7.2;71.95;36.86;1;99;7.41;0;1.23;4.94;0;16.05;0;2.47;8.64;6.17;0;-2.47;2.8596;0;1.234567901;0;0
135;M;T;112;5;149;1.330357143;8.5;74.12;59.48;86.14;2.41;0.89;3.57;1.79;5.36;0.89;16.07;0;6.25;0.89;15.18;4.47;8.04;2.933333333;0;0.892857143;0;0
135;C;T;114;5;152;1.333333333;8.6;73.71;78.53;14.46;5.65;0.88;2.63;3.51;5.26;0.88;10.53;0;0;0;7.9;1.76;2.64;3.132727273;0;0;0;0
136;A;T;62;5;93;1.5;6.9;67.35;46.42;1;1;0;12.9;1.61;9.68;0;14.52;0;0;1.61;0;0;-1.62;3.02;0;0;0;0
136;E;F;71;4;106;1.536231884;8.9;62.38;21.96;23.2;1;1.41;8.45;0;2.82;1.41;25.35;0;7.04;2.82;9.86;1.41;-4.22;2.791538462;0;0;0;0
136;G;F;67;5;89;1.390625;5.9;75.4;37.12;1;67.25;5.97;2.99;0;7.46;2.99;16.42;0;0;1.49;2.98;1.49;-2.99;3.094;0;1.492537313;0;0
136;M;T;70;5;94;1.362318841;6.3;74.39;65.15;33.12;7.42;1.43;2.86;1.43;2.86;2.86;14.29;0;0;5.71;15.72;0;5.72;3.079565217;0;2.857142857;0;0
136;C;T;55;4;82;1.518518519;7.4;66.23;45.12;16.38;20.23;3.64;3.64;0;9.09;0;23.64;0;0;0;5.46;1.82;-9.09;3.288888889;1.818181818;0;0;0
137;A;T;52;4;73;1.431372549;5.9;75.4;31.07;98.89;1;0;3.85;1.92;13.46;0;21.15;0;5.77;0;7.7;3.85;-5.75;2.542631579;0;0;0;1.923076923
137;E;F;48;4;73;1.553191489;7.9;59.5;21.24;3.81;1;0;6.25;0;8.33;0;14.58;0;2.08;2.08;2.08;0;-4.17;2.8125;0;0;0;0
137;G;F;48;4;60;1.25;4.4;84.68;62.1;8.11;52.41;2.08;0;4.17;10.42;0;14.58;0;2.08;2.08;0;2.08;-10.42;2.976428571;0;0;0;0
137;M;T;64;4;90;1.428571429;7.1;72.36;22.41;32.54;96.74;6.25;0;1.56;4.69;0;12.5;0;4.69;6.26;7.81;0;1.56;2.816842105;0;1.5625;0;0
137;C;T;49;4;73;1.489795918;6.9;67.45;62.82;24.32;96.32;10.2;4.08;0;2.04;0;16.33;0;6.12;0;8.16;2.04;8.16;3.052380952;0;0;0;0
138;A;T;100;3;138;1.393939394;13.8;54.9;54.7;1;4.56;2;4;2;5;1;19;0;0;3;9;0;-4;2.995714286;0;0;0;0
138;E;F;80;2;96;1.246753247;13.6;66.24;23.13;15.38;2.86;0;2.5;0;2.5;0;20;0;6.25;10;6.25;3.75;-7.5;2.846363636;0;0;0;0
138;G;F;51;2;72;1.531914894;11.3;56.08;1.6;32.94;4.72;1.96;3.92;1.96;3.92;0;23.53;0;5.88;1.96;9.8;0;-7.85;2.795;1.960784314;0;0;0
138;M;T;44;2;62;1.441860465;9.3;66.57;76.99;89.39;86.79;4.55;0;2.27;0;0;18.18;0;4.55;0;22.74;0;9.11;2.824666667;0;0;0;2.272727273
138;C;T;49;2;74;1.574468085;12.5;47.62;44.56;7.55;20.23;2.04;2.04;4.08;6.12;0;12.24;0;0;0;10.2;0;2.04;2.93;0;0;0;2.040816327
139;A;T;48;4;68;1.416666667;5.6;76.22;43.4;15.38;1;2.08;10.42;0;8.33;0;25;0;4.16;0;6.25;0;-6.25;2.523529412;0;0;0;0
139;E;F;30;4;46;1.533333333;5;72.32;49.68;1;1;0;13.33;0;10;0;6.67;0;0;0;3.33;0;9.99;3.019090909;0;0;0;0
139;G;F;26;3;40;1.538461538;5.5;71.1;64.84;2.93;99;11.54;0;0;7.69;0;11.54;0;3.85;3.85;0;0;0;2.6625;0;0;0;0
139;M;T;50;4;72;1.44;5.8;75.71;51.7;49.13;20.23;6;6;2;4;0;18;0;4;0;20;0;14;3.046470588;0;0;0;0
139;C;T;39;3;49;1.256410256;4.8;83.66;38.2;7.69;20.23;0;0;2.56;7.69;7.69;23.08;0;2.56;0;10.26;2.56;-10.26;2.685833333;0;0;0;0
140;A;T;54;5;71;1.314814815;4;85.89;75.62;96.01;1;1.85;7.41;1.85;7.41;0;22.22;0;5.55;0;9.26;0;-3.7;3.198421053;0;0;3.703703704;0
140;E;F;29;1;39;1.392857143;11.8;59.98;47.93;21.61;1;0;10.34;0;13.79;0;24.14;0;0;6.9;13.79;0;-0.01;2.927272727;0;0;0;0
140;G;F;23;1;36;1.565217391;12.3;48.13;89.52;1;1;0;8.7;0;17.39;0;0;0;0;0;4.35;0;13.05;2.385555556;0;0;0;0
140;M;T;38;1;68;1.789473684;20.5;15.99;95.09;84.38;61.63;5.26;2.63;0;13.16;0;7.89;0;5.26;2.63;15.78;0;15.78;3.036666667;0;2.631578947;0;0
140;C;T;29;1;57;1.965517241;19.3;8.2;84;1;98.26;6.9;0;6.9;6.9;0;10.34;0;0;0;0;0;-3.44;3.1325;0;0;0;0
141;A;T;95;5;131;1.378947368;8.3;69.11;11.16;40.84;9.95;0;1.05;3.16;6.32;2.11;22.11;0;2.11;5.26;5.27;0;-14.73;2.9708;1.052631579;0;0;0
141;E;F;96;5;138;1.452631579;9.5;60.65;28.74;32.54;4.22;1.04;3.13;1.04;8.33;0;31.25;0;1.04;3.12;8.34;0;-18.74;2.485666667;0;0;0;0
141;G;F;104;7;148;1.436893204;6.7;73.47;15.75;44.14;20.23;0.96;0.96;0;2.88;2.88;22.12;0;1.92;5.76;12.5;3.84;-3.86;2.627586207;0;0;0;0
141;M;T;97;3;153;1.577319588;15.9;38.69;56.41;67.48;4.31;0;2.06;0;6.19;0;24.74;0;2.06;1.03;7.21;2.06;-13.41;2.448181818;0;0;0;2.06185567
141;C;T;105;5;150;1.428571429;9.1;67.08;29.12;19.26;78.85;3.81;0;1.9;6.67;1.9;20.95;0;0.95;0.95;9.52;0;-7.62;2.651142857;0;0;0;0
142;A;T;98;5;127;1.35106383;8.3;69.31;59.87;37.24;20.23;2.04;2.04;0;4.08;1.02;20.41;1.02;3.06;4.08;7.14;0;-9.19;2.863548387;0;0;0;0
142;E;F;26;3;39;1.5;5.5;71.1;1;99;79.29;3.85;0;0;0;3.85;26.92;0;15.38;0;23.08;0;0.01;2.753;0;0;0;0
142;G;F;34;5;42;1.35483871;3.3;82.1;1.87;46.57;66.58;2.94;0;0;2.94;0;23.53;0;5.88;0;5.88;0;-14.71;2.915;0;0;0;0
142;M;T;96;7;122;1.326086957;4.9;83.56;3.43;89.39;20.23;4.17;4.17;0;8.33;0;14.58;0;7.29;5.21;10.41;3.13;7.29;2.824;0;1.041666667;0;0
142;C;T;76;7;112;1.513513514;6.2;69.18;14.93;12.73;20.23;2.63;2.63;3.95;9.21;0;19.74;0;1.32;0;9.21;1.32;-3.95;3.102307692;0;0;0;0
143;A;T;108;4;134;1.252336449;10.2;69.65;28.44;92.16;1;0;5.56;3.7;4.63;0;19.44;0;3.7;3.71;13.89;0;0.01;2.998484848;0;0;0;0
143;E;F;39;4;61;1.564102564;7.1;61.53;85.57;1;1;0;12.82;2.56;12.82;0;7.69;0;0;0;7.69;2.56;15.38;3.117857143;0;0;0;0
143;G;F;35;4;49;1.4;4.4;79.46;48.23;4.17;1;0;8.57;0;11.43;0;20;0;0;2.86;8.57;0;-2.86;2.966153846;0;0;0;0
143;M;T;92;4;112;1.230769231;7.5;82.17;50.78;74.45;1.34;1.09;4.35;2.17;4.35;0;13.04;0;7.6;6.52;14.12;1.09;7.6;2.682105263;0;1.086956522;0;0
143;C;T;89;4;106;1.247058824;6.9;83.7;19.11;20.01;36.25;2.25;1.12;3.37;3.37;3.37;19.1;0;3.37;4.5;5.61;2.24;-7.88;3.360454545;0;1.123595506;0;0
144;A;T;22;2;26;1.181818182;2.9;94.15;1;50.45;20.23;4.55;4.55;0;4.55;9.09;22.73;0;9.09;9.09;0;0;-13.64;3.053333333;0;0;0;0
144;E;F;22;3;34;1.619047619;6;64.37;1.5;1;1;4.55;9.09;4.55;13.64;0;27.27;0;4.55;4.55;0;0;-13.63;3.263333333;0;0;0;0
144;G;F;32;3;43;1.387096774;4.9;77.94;1.97;75.23;69.4;3.13;0;0;9.38;0;18.75;0;9.38;0;9.38;0;-6.24;2.721666667;0;0;0;0
144;M;T;29;1;38;1.310344828;11.1;67.42;37.7;67.94;20.23;3.45;3.45;3.45;10.34;0;17.24;0;6.9;0;20.69;0;10.35;2.64;0;0;0;0
144;C;T;48;5;57;1.1875;2.3;95.57;5.64;80.79;1;0;4.17;0;16.67;0;25;0;4.16;0;6.25;0;-14.58;2.922307692;2.083333333;0;0;0
145;A;T;34;2;55;1.617647059;9.9;54.22;46.7;4.6;1.85;2.94;5.88;0;5.88;2.94;14.71;0;2.94;0;5.88;0;-0.01;2.727647059;0;0;0;0
145;E;F;25;2;35;1.4;5.8;75.71;82.95;3.34;1;0;12;4;8;0;12;0;0;4;4;4;8;2.808333333;0;0;0;0
145;G;F;15;1;22;1.571428571;8.8;57.27;39.7;19.26;1;0;6.67;0;6.67;0;13.33;0;0;0;13.33;0;6.67;2.566666667;0;0;0;0
145;M;T;31;2;48;1.548387097;8.2;64.2;32.41;35.88;20.23;0;0;3.23;0;0;29.03;0;3.23;3.23;12.91;0;-16.12;2.889230769;0;3.225806452;0;0
145;C;T;26;2;37;1.423076923;6;75.2;14.06;2.93;99;7.69;0;3.85;7.69;0;23.08;0;3.85;3.85;3.85;3.85;-7.69;2.809166667;0;0;0;0
146;A;T;106;4;139;1.323809524;10;70.16;18.67;98.5;5.02;0;1.89;0.94;7.55;0;31.13;0;9.43;1.89;7.55;0;-21.69;2.6415;0;0;0;0
146;E;F;51;4;62;1.215686275;3.6;92.32;20.45;32.94;1;0;7.84;1.96;11.76;1.96;15.69;0;3.92;5.88;11.76;0;3.91;2.738333333;0;0;0;0
146;G;F;88;5;105;1.206896552;5.4;87.65;45.12;11.02;9.34;1.14;2.27;7.95;4.55;0;14.77;0;3.41;1.14;12.5;4.54;5.68;3.147142857;1.136363636;0;0;0
146;M;T;107;8;138;1.289719626;5;83.25;6.6;22.84;20.23;1.87;1.87;5.61;7.48;2.8;11.21;0;6.54;2.8;10.28;0.93;3.74;2.985;0;0.934579439;0;0
146;C;T;82;5;106;1.341772152;5.9;80.82;69.71;68.21;20.23;4.88;4.88;2.44;9.76;0;12.2;0;1.22;1.22;14.64;1.22;13.42;3.0352;1.219512195;1.219512195;0;1.219512195
147;A;T;29;4;39;1.344827586;2.6;89.45;13.62;99;1;0;10.34;3.45;6.9;0;34.48;0;13.79;0;17.24;0;-6.9;3.131666667;0;0;0;0
147;E;F;29;4;37;1.275862069;2.6;89.45;68.11;86.26;1;0;17.24;0;0;0;20.69;0;13.79;3.45;3.45;0;-3.55E-15;2.67;0;0;0;0
147;G;F;31;4;36;1.2;1.5;97.7;60.93;79.1;1;0;6.45;0;3.23;0;22.58;0;12.9;0;0;0;-16.13;2.45875;0;0;0;0
147;M;T;46;4;63;1.369565217;5.4;76.72;34.72;9.43;53.96;4.35;2.17;4.35;0;0;28.26;0;10.87;2.17;2.17;6.52;-13.05;2.657692308;0;0;0;0
147;C;T;34;4;51;1.5;5.4;71.31;89.52;99;20.23;0;0;0;2.94;0;26.47;0;11.76;0;11.76;0;-14.71;2.832727273;0;0;0;0
148;A;T;88;3;116;1.333333333;11.1;67.42;35.13;42.27;9.34;1.14;2.27;6.82;10.23;0;12.5;0;2.27;2.28;9.09;0;0;3.073;0;0;0;0
148;E;F;62;2;88;1.442622951;12.8;57.44;51.31;58.85;89.28;8.06;3.23;3.23;6.45;1.61;22.58;0;0;1.61;12.91;0;1.62;2.57037037;0;0;0;0
148;G;F;38;3;61;1.648648649;8.1;58.99;22.98;1;1;0;5.26;2.63;5.26;0;13.16;0;0;0;5.26;0;-2.64;2.684375;0;0;0;0
148;M;T;55;3;85;1.545454545;9.2;61.36;93.7;74.91;99;10.91;0;0;9.09;0;10.91;0;1.82;3.64;14.55;0;14.55;2.747916667;0;1.818181818;0;0
148;C;T;44;2;71;1.69047619;12.7;41.7;45.12;79.84;20.23;2.27;2.27;0;9.09;4.55;20.45;0;0;0;11.36;0;-4.54;2.79;0;0;0;0
149;A;T;45;4;58;1.288888889;4.2;85.39;22.17;87.45;1;0;4.44;2.22;6.67;0;28.89;0;4.44;2.22;11.1;2.22;-11.13;3.122666667;0;0;0;0
149;E;F;42;3;53;1.261904762;5.2;82.65;13.76;39.59;20.23;0;0;4.76;7.14;4.76;30.95;0;4.76;9.52;4.76;2.38;-23.81;2.533076923;0;0;2.380952381;0
149;G;F;21;3;26;1.238095238;1.3;98.21;56.86;5.94;99;14.29;4.76;0;4.76;0;33.33;0;4.76;0;4.76;4.76;-4.76;2.318333333;0;0;0;0
149;M;T;44;3;61;1.386363636;6.7;73.47;81.89;1;99;9.09;0;0;6.82;4.55;20.45;0;2.27;4.55;4.55;2.27;-4.54;2.702307692;0;2.272727273;0;0
149;C;T;45;5;66;1.5;5.5;71;13.5;1;3.72;4.44;6.67;0;2.22;2.22;24.44;0;2.22;4.44;2.22;0;-11.11;3.226428571;0;0;0;0
